005.zip	005
bayroutej.zip	Bay Route (set 2, Japan, FD1094 317-0115)
bballoon.zip	Balloon _ Balloon
bballs.zip	Bouncing Balls
bbbxing.zip	Best Bout Boxing
bbmanw.zip	Bomber Man World / New Dyna Blaster - Global Quest
bbmanwj.zip	Bomber Man World (Japan)
bbonk.zip	Bigfoot Bonkers
bbprot.zip	unknown fighting game 'BB' (prototype)
bbros.zip	Buster Bros. (US)
bbust2.zip	Beast Busters 2nd Nightmare
bbusters.zip	Beast Busters (World)
bbustersu.zip	Beast Busters (US, Version 2)
bchopper.zip	Battle Chopper
bcrusher.zip	Bone Crusher
bcruzm12.zip	Battle Cruiser M-12
bcstry.zip	B.C. Story (set 1)
bcstrya.zip	B.C. Story (set 2)
bdrdown.zip	Border Down (Rev A) (GDL-0023A)
beachspi.zip	Beach Spikers (GDS-0014)
beaminv.zip	Beam Invader (set 1)
beaminva.zip	Beam Invader (set 2)
beastf.zip	Beastie Feastie
beastrzb.zip	Beastorizer (USA bootleg)
beastrzr.zip	Beastorizer (USA)
beathead.zip	BeatHead (prototype)
beautyb.zip	Beauty Block
beeline.zip	Beeline (39-360-075)
beezer.zip	Beezer (set 1)
beezer1.zip	Beezer (set 2)
begas.zip	Bega's Battle (Revision 3)
begas1.zip	Bega's Battle (Revision 1)
bel.zip	Behind Enemy Lines
benberob.zip	Ben Bero Beh (Japan)
berabohm.zip	Beraboh Man (Japan version C)
berabohmo.zip	Beraboh Man (Japan version B)
berenstn.zip	The Berenstain Bears in Big Paw's Cave
berlwall.zip	The Berlin Wall
berlwallt.zip	The Berlin Wall (bootleg ?)
bermudat.zip	Bermuda Triangle (World?)
bermudata.zip	Bermuda Triangle (World Wars) (US)
bermudatj.zip	Bermuda Triangle (Japan)
berzerk.zip	Berzerk (set 1)
berzerk1.zip	Berzerk (set 2)
berzerkg.zip	Berzerk (German Speech)
bestbest.zip	Best Of Best
bestleag.zip	Best League (bootleg of Big Striker, Italian Serie A)
bestleaw.zip	Best League (bootleg of Big Striker, World Cup)
bestri.zip	Bestri (Korea)
bgaregga.zip	Battle Garegga (Europe / USA / Japan / Asia) (Sat Feb 3 1996)
bgareggacn.zip	Battle Garegga - Type 2 (Denmark / China) (Tue Apr 2 1996)
bgareggahk.zip	Battle Garegga (Austria / Hong Kong) (Sat Feb 3 1996)
bgaregganv.zip	Battle Garegga - New Version (Austria / Hong Kong) (Sat Mar 2 1996)
bgareggat2.zip	Battle Garegga - Type 2 (Europe / USA / Japan / Asia) (Sat Mar 2 1996)
bgareggatw.zip	Battle Garegga (Taiwan / Germany) (Thu Feb 1 1996)
big10.zip	Big 10
bigappg.zip	Big Apple Games
bigbang.zip	Big Bang (9th Nov. 1993)
bigbucks.zip	Big Bucks
bigd2.zip	Big D2
bigdeal.zip	Big Deal (Hungarian, set 1)
bigdealb.zip	Big Deal (Hungarian, set 2)
bigevglf.zip	Big Event Golf (US)
bigevglfj.zip	Big Event Golf (Japan)
bigfghtr.zip	Tatakae! Big Fighter
bigfight.zip	Big Fight - Big Trouble In The Atlantic Ocean
bigkarnk.zip	Big Karnak
bigkong.zip	Big Kong
bigprowr.zip	The Big Pro Wrestling!
bigrun.zip	Big Run (11th Rallye version)
bigstrik.zip	Big Striker
bigstrkb.zip	Big Striker (bootleg)
bigtwin.zip	Big Twin
bijokkog.zip	Bijokko Gakuen (Japan 880116)
bijokkoy.zip	Bijokko Yume Monogatari (Japan 870925)
billiard.zip	The Billiards (Video Hustler bootleg)
bilyard.zip	Billiard
bingoc.zip	Bingo Circus (Rev. A 891001)
bingor1.zip	Bingo Roll / Bell Star? (set 1)
bingor2.zip	Bingo Roll / Bell Star? (set 2)
bingor3.zip	Bingo Roll / Bell Star? (set 3)
bingor4.zip	Bingo Roll / Bell Star? (set 4)
bingor5.zip	Bingo Roll / Bell Star V3? (set 5)
bioatack.zip	Bio Attack
biofreak.zip	BioFreaks (prototype)
biomtoy.zip	Biomechanical Toy (unprotected)
bionicc.zip	Bionic Commando (Euro)
bionicc1.zip	Bionic Commando (US set 1)
bionicc2.zip	Bionic Commando (US set 2)
bioship.zip	Bio-ship Paladin
birdtry.zip	Birdie Try (Japan)
bishi.zip	Bishi Bashi Championship Mini Game Senshuken (ver JAA, 3 Players)
bishjan.zip	Bishou Jan (Japan 203)
bjourney.zip	Blue's Journey / Raguy
bjpoker.zip	Poker / Black Jack (Model 7521)
bjtwin.zip	Bombjack Twin (set 1)
bjtwina.zip	Bombjack Twin (set 2)
bking.zip	Birdie King
bking2.zip	Birdie King 2
bking3.zip	Birdie King 3
bkraidj.zip	Battle Bakraid (Japan) (Wed Apr 7 1999)
bkraidu.zip	Battle Bakraid - Unlimited Version (U.S.A.) (Tue Jun 8 1999)
bkraiduj.zip	Battle Bakraid - Unlimited Version (Japan) (Tue Jun 8 1999)
bkrtmaq.zip	Bakuretsu Quiz Ma-Q Dai Bouken (Japan)
black.zip	Czernyj Korabl (Arcade bootleg of ZX Spectrum 'Blackbeard')
blackt96.zip	Black Touch '96
bladestl.zip	Blades of Steel (version T)
bladestle.zip	Blades of Steel (version E)
bladestll.zip	Blades of Steel (version L)
blandia.zip	Blandia
blandiap.zip	Blandia (prototype)
blasted.zip	Blasted
blaster.zip	Blaster
blaster30.zip	Blaster (early 30 wave version)
blasterkit.zip	Blaster (kit)
blasto.zip	Blasto
blastoff.zip	Blast Off (Japan)
blazeon.zip	Blaze On (Japan)
blazer.zip	Blazer (Japan)
blazlaz.zip	Blazing Lazers
blazstar.zip	Blazing Star
blckjack.zip	Black Jack
bldwolf.zip	Bloody Wolf (US)
bldwolfj.zip	Narazumono Sentoubutai Bloody Wolf (Japan)
bldyroar.zip	Bloody Roar (Japan)
bldyror2.zip	Bloody Roar 2 (World)
bldyror2a.zip	Bloody Roar 2 (Asia)
bldyror2j.zip	Bloody Roar 2 (Japan)
bldyror2u.zip	Bloody Roar 2 (USA)
blitz.zip	NFL Blitz (boot ROM 1.2)
blitz11.zip	NFL Blitz (boot ROM 1.1)
blitz2k.zip	NFL Blitz 2000 Gold Edition
blitz99.zip	NFL Blitz '99
blkbustr.zip	BlockBuster
blkdrgon.zip	Black Dragon
blkdrgonb.zip	Black Dragon (bootleg)
blkheart.zip	Black Heart
blkheartj.zip	Black Heart (Japan)
blkhole.zip	Black Hole
blkpnthr.zip	Black Panther
blkrhino.zip	Black Rhino - 3VXFC5344 (New Zealand)
blktiger.zip	Black Tiger
blktigerb1.zip	Black Tiger (bootleg set 1)
blktigerb2.zip	Black Tiger (bootleg set 2)
blktouch.zip	Black Touch (Korea)
blmbycar.zip	Blomby Car
blmbycaru.zip	Blomby Car (not encrypted)
block.zip	Block Block (World 910910)
block2.zip	Block 2 (S.P.A. Co. bootleg)
blockade.zip	Blockade
blockbl.zip	Block Block (bootleg)
blockcar.zip	Block Carnival / Thunder _ Lightning 2
blocken.zip	Blocken (Japan)
blockgal.zip	Block Gal (MC-8123B, 317-0029)
blockgalb.zip	Block Gal (bootleg)
blockhl.zip	Block Hole
blockj.zip	Block Block (Japan 910910)
blockjoy.zip	Block Block (World 911106 Joystick)
blockout.zip	Block Out (set 1)
blockout2.zip	Block Out (set 2)
blockoutj.zip	Block Out (Japan)
bloodbro.zip	Blood Bros. (set 1)
bloodbroa.zip	Blood Bros. (set 2)
bloodbrob.zip	Blood Bros. (set 3)
bloodstm.zip	Blood Storm (v2.22)
bloodstm11.zip	Blood Storm (v1.10)
bloodstm21.zip	Blood Storm (v2.10)
bloodstm22.zip	Blood Storm (v2.20)
bloodwar.zip	Blood Warrior
blox.zip	Blox (v2.0)
bloxd.zip	Blox (v2.0, Datapak)
bloxeed.zip	Bloxeed (Japan, FD1094 317-0139)
bloxeedc.zip	Bloxeed (World, C System)
bloxeedu.zip	Bloxeed (US, C System)
blstroid.zip	Blasteroids (rev 4)
blstroid2.zip	Blasteroids (rev 2)
blstroid3.zip	Blasteroids (rev 3)
blstroidg.zip	Blasteroids (German, rev 2)
blstroidh.zip	Blasteroids (with heads)
blswhstl.zip	Bells _ Whistles (Version L)
bluehawk.zip	Blue Hawk
bluehawkn.zip	Blue Hawk (NTC)
blueprnt.zip	Blue Print (Midway)
blueprntj.zip	Blue Print (Jaleco)
blueshrk.zip	Blue Shark
blzntrnd.zip	Blazing Tornado
bm1stmix.zip	beatmania (ver JA-B)
bm2ndmix.zip	beatmania 2nd MIX (ver JA-B)
bm2ndmxa.zip	beatmania 2nd MIX (ver JA-A)
bm3rdmix.zip	beatmania 3rd MIX (ver JA-A)
bm4thmix.zip	beatmania 4th MIX (ver JA-A)
bm5thmix.zip	beatmania 5th MIX (ver JA-A)
bm6thmix.zip	beatmania 6th MIX (ver JA-A)
bm7thmix.zip	beatmania 7th MIX (ver JA-B)
bmaster.zip	Blade Master (World)
bmcbowl.zip	BMC Bowling
bmclubmx.zip	beatmania Club MIX (ver JA-A)
bmcompm2.zip	beatmania complete MIX 2 (ver JA-A)
bmcompmx.zip	beatmania complete MIX (ver JA-B)
bmcorerm.zip	beatmania CORE REMIX (ver JA-A)
bmdct.zip	beatmania featuring Dreams Come True (ver JA-A)
bmfinal.zip	beatmania THE FINAL (ver JA-A)
bmiidx3.zip	beatmania IIDX 3th style (GC992 JA)
bmiidx4.zip	beatmania IIDX 4th style (GCA03 JA)
bmiidx6.zip	beatmania IIDX 6th style (GCB4U JA)
bmiidx7.zip	beatmania IIDX 7th style (GCB44 JA)
bmiidx8.zip	beatmania IIDX 8th style (GCC44 JA)
bmiidxc.zip	beatmania IIDX with DDR 2nd Club Version (896 JAB)
bmiidxc2.zip	beatmania IIDX Substream 2 with DDR 2nd Club Version (984 A01 BM)
bnglngby.zip	Vs. Raid on Bungeling Bay (Japan)
bnj.zip	Bump 'n' Jump
bnstars.zip	Vs. Janshi Brandnew Stars (MegaSystem32 Version)
bnstars1.zip	Vs. Janshi Brandnew Stars
bnzabros.zip	Bonanza Bros (US, Floppy DS3-5000-07d? Based)
bnzabrosj.zip	Bonanza Bros (Japan, Floppy DS3-5000-07b Based)
boblbobl.zip	Bobble Bobble
bodyslam.zip	Body Slam (8751 317-0015)
bogeyman.zip	Bogey Manor
boggy84.zip	Boggy '84
boggy84b.zip	Boggy '84 (bootleg)
bombbee.zip	Bomb Bee
bombjack.zip	Bomb Jack (set 1)
bombjack2.zip	Bomb Jack (set 2)
bombkick.zip	Bomb Kick
bomblord.zip	Bomber Lord (bootleg)
bombrman.zip	Bomber Man (Japan)
bombsa.zip	Bombs Away
bonanza.zip	Bonanza (Revision 3)
bonanzar2.zip	Bonanza (Revision 2)
bongo.zip	Bongo
bonkadv.zip	B.C. Kid / Bonk's Adventure / Kyukyoku!! PC Genjin
bonzeadv.zip	Bonze Adventure (World, Newer)
bonzeadvo.zip	Bonze Adventure (World, Older)
bonzeadvu.zip	Bonze Adventure (US)
boobhack.zip	Booby Kids (Italian manufactured graphic hack / bootleg of Kid no Hore Hore Daisakusen (bootleg))
boogwing.zip	Boogie Wings (Euro v1.5, 92.12.07)
boogwinga.zip	Boogie Wings (Asia v1.5, 92.12.07)
bookthr.zip	Book Theatre (Ver 1.2)
boomrang.zip	Boomer Rang'r / Genesis (set 1)
boomranga.zip	Boomer Rang'r / Genesis (set 2)
bootcamp.zip	Boot Camp
boothill.zip	Boot Hill
borench.zip	Borench
borntofi.zip	Born To Fight
bosco.zip	Bosconian (new version)
boscomd.zip	Bosconian (Midway, new version)
boscomdo.zip	Bosconian (Midway, old version)
boscoo.zip	Bosconian (old version)
boscoo2.zip	Bosconian (older version)
botanic.zip	Botanic
botss.zip	Battle of the Solar System (rev. 1.1 3/24/92)
botssa.zip	Battle of the Solar System (rev. 1.1a 7/23/92)
bottl10b.zip	Bottle 10 (Italian, set 2)
bottle10.zip	Bottle 10 (Italian, set 1)
bottom9.zip	Bottom of the Ninth (version T)
bottom9n.zip	Bottom of the Ninth (version N)
bouldash.zip	Boulder Dash / Boulder Dash Part 2 (World)
bouldashj.zip	Boulder Dash / Boulder Dash Part 2 (Japan)
bounty.zip	The Bounty
bowl3d.zip	3-D Bowling
bowler.zip	Bowling Alley
bowlrama.zip	Bowl-O-Rama
boxer.zip	Boxer (prototype)
boxingb.zip	Boxing Bugs
boxingm.zip	Boxing Mania (ver JAA)
boxyboy.zip	Boxy Boy (US)
bradley.zip	Bradley Trainer
brain.zip	Brain
brapboys.zip	B.Rap Boys (World)
brapboysj.zip	B.Rap Boys Special (Japan)
brasil.zip	Bra$il (Version 3)
brasil89.zip	Brasil 89
brdrlinb.zip	Borderline (Karateco bootleg)
brdrline.zip	Borderline
brdrlins.zip	Borderline (Sidam bootleg)
breakers.zip	Breakers
breakrev.zip	Breakers Revenge
breywood.zip	Breywood (Japan revision 2)
brickyrd.zip	Brickyard
brickzn.zip	Brick Zone (v5.0)
brickzn3.zip	Brick Zone (v4.0)
brival.zip	Burning Rival (World)
brivalj.zip	Burning Rival (Japan)
brix.zip	Brix
brkthru.zip	Break Thru (US)
brkthruj.zip	Kyohkoh-Toppa (Japan)
brod.zip	Brodjaga (Arcade bootleg of ZX Spectrum 'Inspector Gadget and the Circus of Fear')
bronx.zip	Bronx
brubber.zip	Burnin' Rubber
brutforc.zip	Brute Force
brvblade.zip	Brave Blade (World)
brvbladea.zip	Brave Blade (Asia)
brvbladej.zip	Brave Blade (Japan)
brvbladeu.zip	Brave Blade (USA)
bs94.zip	Buena Suerte '94
bshark.zip	Battle Shark (US)
bsharkj.zip	Battle Shark (Japan)
bsktball.zip	Basketball
bssoccer.zip	Back Street Soccer
bstars.zip	Baseball Stars Professional (set 1)
bstars2.zip	Baseball Stars 2
bstarsh.zip	Baseball Stars Professional (set 2)
bsuerte.zip	Buena Suerte (Spanish, set 1)
bsuertea.zip	Buena Suerte (Spanish, set 2)
bsuerteb.zip	Buena Suerte (Spanish, set 3)
bsuertec.zip	Buena Suerte (Spanish, set 4)
bsuerted.zip	Buena Suerte (Spanish, set 5)
bsuertee.zip	Buena Suerte (Spanish, set 6)
bsuertef.zip	Buena Suerte (Spanish, set 7)
bsuerteg.zip	Buena Suerte (Spanish, set 8)
bsuerteh.zip	Buena Suerte (Spanish, set 9)
bsuertei.zip	Buena Suerte (Spanish, set 10)
bsuertej.zip	Buena Suerte (Spanish, set 11)
bsuertek.zip	Buena Suerte (Spanish, set 12)
bsuertel.zip	Buena Suerte (Spanish, set 13)
bsuertem.zip	Buena Suerte (Spanish, set 14)
bsuerten.zip	Buena Suerte (Spanish, set 15)
bsuerteo.zip	Buena Suerte (Spanish, set 16)
bsuertep.zip	Buena Suerte (Spanish, set 17)
bsuerteq.zip	Buena Suerte (Spanish, set 18)
bsuerter.zip	Buena Suerte (Spanish, set 19)
bsuertes.zip	Buena Suerte (Spanish, set 20)
bsuertet.zip	Buena Suerte (Spanish, set 21)
bsuerteu.zip	Buena Suerte (Spanish, set 22)
btchamp.zip	Beat the Champ (GV053 UAA01)
btime.zip	Burger Time (Data East set 1)
btime2.zip	Burger Time (Data East set 2)
btimem.zip	Burger Time (Midway)
btlecity.zip	Vs. Battle City
btlfield.zip	Battle Field (Japan)
btlfieldb.zip	Battle Field (bootleg)
btlkroad.zip	Battle K-Road
btltryst.zip	Battle Tryst (ver JAC)
btoads.zip	Battle Toads
bub68705.zip	Bubble Bobble (bootleg with 68705)
bubblem.zip	Bubble Memories: The Story Of Bubble Bobble III (Ver 2.4O 1996/02/15)
bubblemj.zip	Bubble Memories: The Story Of Bubble Bobble III (Ver 2.3J 1996/02/07)
bubbles.zip	Bubbles
bubblesp.zip	Bubbles (prototype version)
bubblesr.zip	Bubbles (Solid Red label)
bubbletr.zip	Bubble Trouble (Japan)
bubl2000.zip	Bubble 2000
bublbob2.zip	Bubble Bobble II (Ver 2.5O 1994/10/05)
bublbobl.zip	Bubble Bobble
bublbobl1.zip	Bubble Bobble (older)
bublboblr.zip	Bubble Bobble (US with mode select)
bublboblr1.zip	Bubble Bobble (US)
bubsymphb.zip	Bubble Symphony (bootleg with OKI6295)
bubsymphe.zip	Bubble Symphony (Ver 2.5O 1994/10/05)
bubsymphj.zip	Bubble Symphony (Ver 2.5J 1994/10/05)
bubsymphu.zip	Bubble Symphony (Ver 2.5A 1994/10/05)
buccanrs.zip	Buccaneers (set 1)
buccanrsa.zip	Buccaneers (set 2)
buckrog.zip	Buck Rogers: Planet of Zoom
buckrogn.zip	Buck Rogers: Planet of Zoom (not encrypted)
bucky.zip	Bucky O'Hare (ver EA)
buckyaa.zip	Bucky O'Hare (ver AA)
buckyua.zip	Bucky O'Hare (ver UA)
bugfever.zip	Bugs Fever (Version 1.7R CGA)
bugfeverd.zip	Bugs Fever (Version 1.7E CGA)
bugfevero.zip	Bugs Fever (Version 1.6R CGA)
bugfeverv.zip	Bugs Fever (Version 1.7R Dual)
bugfeverv2.zip	Bugs Fever (Version 1.7E Dual)
buggyboy.zip	Buggy Boy/Speed Buggy (cockpit)
buggyboyjr.zip	Buggy Boy Junior/Speed Buggy (upright)
buggychl.zip	Buggy Challenge
buggychlt.zip	Buggy Challenge (Tecfri)
bullet.zip	Bullet (FD1094 317-0041)
bullfgt.zip	Bullfight (315-5065)
bullfgtr.zip	Bull Fighter
bullfgtrs.zip	Bull Fighter (Sega)
bullsdrt.zip	Bulls Eye Darts
buraiken.zip	Hissatsu Buraiken (Japan)
burglarx.zip	Burglar X
buriki.zip	Buriki One (rev.B)
burnforc.zip	Burning Force (Japan new version)
burnforco.zip	Burning Force (Japan old version)
burningf.zip	Burning Fight (set 1)
burningfh.zip	Burning Fight (set 2)
buster.zip	Buster
butasan.zip	Butasan (Japan)
butrfly.zip	Butterfly Video Game (ver.U350C)
buzzard.zip	Buzzard
bwcasino.zip	Boardwalk Casino
bwidow.zip	Black Widow
bwings.zip	B-Wings (Japan new Ver.)
bwingsa.zip	B-Wings (Alt Ver.?)
bwingso.zip	B-Wings (Japan old Ver.)
bzone.zip	Battle Zone (set 1)
bzone2.zip	Battle Zone (set 2)
bzonec.zip	Battle Zone (cocktail)
cabal.zip	Cabal (World, Joystick version)
cabala.zip	Cabal (Alpha Trading)
cabalbl.zip	Cabal (bootleg of Joystick version, set 1, alternate sound hardware)
cabalbl2.zip	Cabal (bootleg of Joystick version, set 2)
cabalus.zip	Cabal (US set 1, Trackball version)
cabalus2.zip	Cabal (US set 2, Trackball version)
cabaret.zip	Cabaret
cachat.zip	Cachat (Japan)
cactus.zip	Cactus (bootleg of Saboten Bombers)
cadash.zip	Cadash (World)
cadashf.zip	Cadash (France)
cadashg.zip	Cadash (Germany)
cadashi.zip	Cadash (Italy)
cadashj.zip	Cadash (Japan)
cadashu.zip	Cadash (US)
cafebrk.zip	Mahjong Cafe Break
cafedoll.zip	Mahjong Cafe Doll (Japan)
cafetime.zip	Mahjong Cafe Time
cairblad.zip	Change Air Blade (Japan)
calchase.zip	California Chase
calibr50.zip	Caliber 50
calipso.zip	Calipso
calorie.zip	Calorie Kun vs Moguranian
calorieb.zip	Calorie Kun vs Moguranian (bootleg)
calspeed.zip	California Speed (Version 2.1a, 4/17/98)
cameltry.zip	Cameltry (US, YM2610)
cameltrya.zip	Cameltry (World, YM2203 + M6295)
cameltryau.zip	Cameltry (US, YM2203 + M6295)
cameltryj.zip	Cameltry (Japan, YM2610)
candance.zip	Cannon Dancer (Japan)
cannball.zip	Cannon Ball (Yun Sung) (horizontal)
cannballv.zip	Cannon Ball (Yun Sung) (vertical)
cannonb.zip	Cannon Ball (bootleg on Crazy Kong hardware) (set 1, buggy)
cannonb2.zip	Cannon Ball (bootleg on Crazy Kong hardware) (set 2, buggy)
cannonb3.zip	Cannon Ball (bootleg on Crazy Kong hardware) (set 3, no bonus game)
cannonbp.zip	Cannon Ball (Pacman Hardware)
canvas.zip	Canvas Croquis
canyon.zip	Canyon Bomber
canyonp.zip	Canyon Bomber (prototype)
capbowl.zip	Capcom Bowling (set 1)
capbowl2.zip	Capcom Bowling (set 2)
capbowl3.zip	Capcom Bowling (set 3)
capbowl4.zip	Capcom Bowling (set 4)
capcor.zip	Capitani Coraggiosi (Ver 1.3)
capitol.zip	Capitol
capsnk.zip	Capcom Vs. SNK Millennium Fight 2000 (000904 JPN, USA, EXP, KOR, AUS) (Rev C)
capsnka.zip	Capcom Vs. SNK Millennium Fight 2000 (000804 JPN, USA, EXP, KOR, AUS) (Rev A)
captaven.zip	Captain America and The Avengers (Asia Rev 1.4)
captavena.zip	Captain America and The Avengers (Asia Rev 1.0)
captavene.zip	Captain America and The Avengers (UK Rev 1.4)
captavenj.zip	Captain America and The Avengers (Japan Rev 0.2)
captavenu.zip	Captain America and The Avengers (US Rev 1.9)
captavenua.zip	Captain America and The Avengers (US Rev 1.4)
captavenuu.zip	Captain America and The Avengers (US Rev 1.6)
captcomm.zip	Captain Commando (World 911202)
captcommb.zip	Captain Commando (bootleg)
captcommj.zip	Captain Commando (Japan 911202)
captcommjr1.zip	Captain Commando (Japan 910928)
captcommr1.zip	Captain Commando (World 911014)
captcommu.zip	Captain Commando (USA 910928)
capunc.zip	Capitan Uncino (Ver 1.2)
car2.zip	Car 2 (bootleg of Head On 2)
caractn.zip	Car Action
carb2002.zip	Carriage Bonus 2002 (bootleg)
carb2003.zip	Carriage Bonus 2003 (bootleg)
cardline.zip	Card Line
carjmbre.zip	Car Jamboree
carnevil.zip	CarnEvil (v1.0.3)
carnival.zip	Carnival (upright)
carnivalc.zip	Carnival (cocktail)
carnivalh.zip	Carnival (Head On hardware, set 1)
carnivalha.zip	Carnival (Head On hardware, set 2)
carpolo.zip	Car Polo
carrera.zip	Carrera (Version 6.7)
cartfury.zip	Cart Fury
cascade.zip	Cascade
cashquiz.zip	Cash Quiz (Type B, Version 5)
casino5.zip	Casino Five
castfant.zip	Astro Fantasia (Cassette)
caswin.zip	Casino Winner
catacomb.zip	Catacomb
catapult.zip	Catapult
catch22.zip	Catch-22 (version 8.0)
caterplr.zip	Caterpillar
catnmous.zip	Cat and Mouse (set 1)
catnmousa.zip	Cat and Mouse (set 2)
catt.zip	Catt (Japan)
cavelon.zip	Cavelon
cavenger.zip	Cosmic Avenger
cawing.zip	Carrier Air Wing (World 901012)
cawingj.zip	U.S. Navy (Japan 901012)
cawingr1.zip	Carrier Air Wing (World 901009)
cawingu.zip	Carrier Air Wing (USA 901012)
cb2001.zip	Cherry Bonus 2001
cb3.zip	Cherry Bonus III (ver.1.40, encrypted)
cb3a.zip	Cherry Bonus III (ver.1.40, set 2)
cb3b.zip	Cherry Bonus III (alt)
cb3c.zip	Cherry Bonus III (alt, set 2)
cbaj.zip	Cool Boarders Arcade Jam
cball.zip	Cannonball (Atari, prototype)
cbasebal.zip	Capcom Baseball (Japan)
cbdash.zip	Boulder Dash (Cassette)
cbnj.zip	Bump 'n' Jump (Cassette)
cbombers.zip	Chase Bombers
cbtime.zip	Burger Time (Cassette)
cburnrub.zip	Burnin' Rubber (Cassette, set 1)
cburnrub2.zip	Burnin' Rubber (Cassette, set 2)
cbuster.zip	Crude Buster (World FX version)
cbusterj.zip	Crude Buster (Japan)
cbusterw.zip	Crude Buster (World FU version)
ccasino.zip	Chinese Casino [BET] (Japan)
ccastles.zip	Crystal Castles (version 4)
ccastles1.zip	Crystal Castles (version 1)
ccastles2.zip	Crystal Castles (version 2)
ccastles3.zip	Crystal Castles (version 3)
ccastlesf.zip	Crystal Castles (version 3, French)
ccastlesg.zip	Crystal Castles (version 3, German)
ccastlesj.zip	Crystal Castles (joystick version)
ccastlesp.zip	Crystal Castles (version 3, Spanish)
ccboot.zip	Crazy Climber (bootleg set 1)
ccboot2.zip	Crazy Climber (bootleg set 2)
cchance.zip	Cherry Chance
cchasm.zip	Cosmic Chasm (set 1)
cchasm1.zip	Cosmic Chasm (set 2)
cclimber.zip	Crazy Climber (US)
cclimberj.zip	Crazy Climber (Japan)
cclimbr2.zip	Crazy Climber 2 (Japan)
cclimbr2a.zip	Crazy Climber 2 (Japan, Harder)
cclownz.zip	Crazzy Clownz (Version 1.0)
cdiscon1.zip	Disco No.1 (Cassette)
cecmatch.zip	ChuckECheese's Match Game
centipdb.zip	Centipede (bootleg)
centipdd.zip	Centipede Dux (hack)
centiped.zip	Centipede (revision 3)
centiped2.zip	Centipede (revision 2)
centtime.zip	Centipede (1 player, timed)
cerberus.zip	Cerberus
cexplore.zip	Explorer (Cassette)
cfarm.zip	Chicken Farm (Version 2.0)
cfever1k.zip	Casino Fever 1k
cfever40.zip	Casino Fever 4.0
cfever50.zip	Casino Fever 5.0
cfever51.zip	Casino Fever 5.1
cfever61.zip	Casino Fever 6.1
cfghtice.zip	Fighting Ice Hockey (Cassette)
cfield.zip	Chaos Field (GDL-0025)
cflyball.zip	Flying Ball (Cassette)
cgangpzl.zip	Cosmo Gang the Puzzle (US)
cgangpzlj.zip	Cosmo Gang the Puzzle (Japan)
cgip30cs.zip	Credit Poker (ver.30c, standard)
cgraplop.zip	Cluster Buster / Graplop (Cassette, set 1)
cgraplop2.zip	Cluster Buster / Graplop (Cassette, set 2)
ch2000.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.4E Dual)
ch2000b1.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.4R, set 1)
ch2000b2.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.1LT, set 1)
ch2000c1.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.4R, set 2)
ch2000c2.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.1LT, set 2)
ch2000d1.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.4R, set 3)
ch2000d2.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.1LT, set 3)
ch2000o.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 3.9XT)
ch2000o2.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 3.9D)
ch2000o3.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 3.9)
ch2000v1.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.4R Dual)
ch2000v2.zip	Fruit Bonus 2000 / New Cherry 2000 (Version 4.1LT Dual)
chainrec.zip	Chain Reaction (World, Version 2.2, 1995.09.25)
chaknpop.zip	Chack'n Pop
challeng.zip	Challenger
cham24.zip	Chameleon 24
chameleo.zip	Chameleon
champbas.zip	Champion Base Ball
champbasj.zip	Champion Base Ball (Japan set 1)
champbasja.zip	Champion Base Ball (Japan set 2)
champbb2.zip	Champion Base Ball Part-2: Pair Play (set 1)
champbb2a.zip	Champion Baseball II (set 2)
champbb2j.zip	Champion Baseball II (Japan)
